model|fold|confusion_matrix|precision|f-score|accuracy_score|recall_score|sensitivity|auc_score|no_false|no_links
lr|1|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9976993443198331|1869|7733
lr|2|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9976900676478649|1869|7733
lr|3|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9977045041053103|1869|7733
lr|4|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.997687729673498|1869|7733
lr|5|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.997696282300022|1869|7733
lr|6|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9977001880422098|1869|7733
lr|7|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9976925005089434|1869|7733
lr|8|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9977021080021473|1869|7733
lr|9|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9976910421600328|1869|7733
lr|10|[5989, 1744, 125, 93923]|0.7744730376309323|0.8650249151440744|0.9816370442420491|0.9795551193981027|0.9795551193981027|0.9976989203215566|1869|7733
-|-|-|0.7744730376309323|0.8650249151440745|0.981637044242049|0.9795551193981028|0.9795551193981028|0.997696268708142|-|-
