model|fold|confusion_matrix|precision|f-score|accuracy_score|recall_score|sensitivity|auc_score|no_false|no_links
lr|1|[2000, 67, 0, 294888]|0.9675858732462506|0.9835259404966806|0.9997743765890454|1.0|1.0|0.9999999288026988|67|2067
lr|2|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.9999999288026988|66|2066
lr|3|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.9999999288026986|66|2066
lr|4|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.9999999288026987|66|2066
lr|5|[2000, 67, 0, 294888]|0.9675858732462506|0.9835259404966806|0.9997743765890454|1.0|1.0|0.9999999304978726|67|2067
lr|6|[2000, 67, 0, 294888]|0.9675858732462506|0.9835259404966806|0.9997743765890454|1.0|1.0|0.9999999288026988|67|2067
lr|7|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.9999999288026988|66|2066
lr|8|[2000, 68, 0, 294887]|0.9671179883945842|0.9832841691248771|0.9997710090754491|1.0|1.0|0.9999999288026987|68|2068
lr|9|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.9999999288026988|66|2066
lr|10|[2000, 66, 0, 294889]|0.968054211035818|0.9837678307919331|0.9997777441026419|1.0|1.0|0.999999925412351|66|2066
-|-|-|0.9678200874348246|0.9836468975366518|0.9997760603458439|1.0|1.0|0.9999999286331814|-|-
